标题,类型,地点,价格,评分,收藏数,地区
【栖牛·双笙】新房特惠｜巨幕投影房｜太阳公元荟｜建设北路 地铁口100米｜小吃街｜电子科技大学｜连住优惠｜2人居,整套1室 · 1床 · 可住2人,建设路/东郊记忆公园,¥222,5.0,199,成都
暑期特惠！锦里/武侯祠/红牌楼/地铁口/精装两居/可做饭/高升桥/体育学院/春熙路/太古里/管家式服务/高升桥/,整套2室 · 3床 · 可住6人,锦里/武侯祠,¥400,4.8,439,成都
云里（浴缸套房）3分钟直达春熙路/太古里/地铁 / IFS大熊猫 / 聚会,整套1室 · 1床 · 可住2人,春熙路/太古里商区,¥287,4.9,1613,成都
【途雅轩】春熙路/太古里/九眼桥/兰桂坊/地铁2号线东门大桥/简约设计/原木风,整套2室 · 2床 · 可住4人,距春熙路直线1.6公里 锦江区,¥388,5.0,538,成都
100寸超大投影/大床房  临熊猫基地/近地铁/天府广场/春熙路/太古里/宽窄巷/火车站/可以免费看电影。,整套1室 · 1床 · 可住2人,距春熙路直线5.7公里 成华区,¥246,4.7,882,成都
市中心两室机麻套房|可住4人|近地铁骡马市,整套2室 · 2床 · 可住4人,天府广场/盐市口,¥448,4.6,364,成都
成都东站高颜值清新民宿-唐小小的窝＊初见高清投影/临地铁/春熙路/太古里/宽窄巷子/天府广场/川师/塔子山公园/适合情侣,整套1室 · 1床 · 可住2人,火车东站/塔子山公园,¥221,5.0,68,成都
【呆朵之竹叶】临春熙路太古里IFS 九眼桥 投影 可做饭的市中心江景房,整套1室 · 1床 · 可住2~3人,九眼桥/四川大学附近地区,¥238,4.7,53,成都
美宿•3分钟直达春熙路/太古里/宽窄巷子/清新 loft整套复式三卧室/旅行攻略,整套3室 · 3床 · 可住6~7人,春熙路/太古里商区,¥653,5.0,923,成都
黄龙溪景区｜近黄龙溪廊桥、美食街、华侨城欢乐田园｜临河｜街景房｜中式大床房,整套1室 · 1床 · 可住2人,黄龙溪景区,¥238,5.0,98,成都
【栖牛·冬日暖阳】地铁2#牛市口丨LOFT套一丨一客一扫一换丨牛市口BRT丨万象城丨直达春熙路太古里/东站丨北欧风2人居,整套1室 · 1床 · 可住2人,水碾河/万象城,¥255,5.0,376,成都
【长租咨询超低折扣】「一半·浮士德13」盐市口旁的暗黑二居室，楼下即烟火里的成都，近天府广场近地铁,整套2室 · 2床 · 可住4人,天府广场/盐市口,¥370,4.8,1216,成都
〖糖酒会〗每客消毒【home+】穷游专属|榻榻米双床房&高清投影&步行可到文殊院‖人民北路地铁站&地铁六号线直达欢乐谷,整套1室 · 2床 · 可住4人,距春熙路直线2.8公里 金牛区,¥288,4.9,1706,成都
【绘彩.抹茶cheese】100寸极米高清投影/景观阳台/惬意飘窗/太古里ifs春熙路/交通便利春熙路商业圈,整套1室 · 1床 · 可住2人,距春熙路直线1公里 锦江区,¥238,5.0,296,成都
微微|雪莲 【多套房源任选】极米投影/一分钟到太古里/榻榻米/温馨小清新/北欧公主风/春熙路地铁口大床房,整套1室 · 1床 · 可住2人,春熙路/太古里商区,¥295,4.9,3083,成都
长短租~近春熙路步行街、太古里、天府广场、宽窄巷子、文殊院、杜甫草堂、武侯祠、火车站、可做饭，地铁1.2.3号线春熙路站,整套1室 · 2床 · 可住4~5人,春熙路/太古里商区,¥240,4.6,53,成都
【悠家·喜渡宽舍】独享整套茶文化一居室/宽窄巷子/地铁口/中医学院/人民公园/文殊院/杜甫草堂/武侯祠,整套1室 · 1床 · 可住2人,距春熙路直线3公里 金牛区,¥336,4.8,582,成都
【蓉城故里-26】春熙路/太古里/lfs/1.8米双床房/地铁口/宽窄巷子/锦里武侯祠/熊猫基地/旅游景点/九眼桥,整套1室 · 2床 · 可住4人,春熙路/太古里商区,¥318,4.8,98,成都
【雅墨】LOFT/龙湖上城/万达广场/楼下各种小吃/火车北站/文殊院春熙路宽窄巷子熊猫基地,整套2室 · 2床 · 可住4人,文殊院/人民北路商业区,¥358,4.8,273,成都
【悠家·宽窄】两居室/成都东站旁/宽窄巷子/锦里/塔子山/大熊猫基地/动物园/天府广场/三圣乡/大慈寺/东郊记忆/大慈寺,整套2室 · 2床 · 可住4人,火车东站/塔子山公园,¥492,5.0,43,成都
电梯房、可做饭、设备设施齐全，居家旅行必住房。,整套3室 · 3床 · 可住5~6人,都江堰景区及附近,¥238,4.8,48,成都
【轻享】龙光亲子房出门就是地铁口丨理工大学丨动物园丨近各景点｜自然博物馆,整套1室 · 2床 · 可住3人,建设路/东郊记忆公园,¥191,4.7,874,成都
可月租【长安折桂】拎包入住步行可到宽窄巷子｜｜地铁口｜双地铁｜｜温馨 二居,整套2室 · 2床 · 可住4人,距春熙路直线3.1公里 青羊区,¥318,4.8,858,成都
【落脚点•1920】麻将机（收费）/复式Loft/四室一厅一厨双卫/近春熙路•太古里/近双地铁口,整套4室 · 4床 · 可住8~9人,春熙路/太古里商区,¥650,4.9,1386,成都
悦享温馨大床房/临武侯祠锦里/临成都体育学院/罗马假日广场旁,整套1室 · 1床 · 可住2~3人,锦里/武侯祠,¥260,4.8,87,成都
可长租红牌楼地铁旁精装两室三床豪华装修,整套3室 · 3床 · 可住5人,红牌楼/双楠商业区,¥398,5.0,41,成都
可周租乐享龙光｜雅致休闲房｜自然博物馆｜理工大｜铁建广场｜十里店地铁旁｜动物园,整套1室 · 1床 · 可住2人,建设路/东郊记忆公园,¥188,4.9,990,成都
每客消毒【橘子】超清投影&龙湖万达商圈&文殊院&情侣出行&可住2人‖人民北路地铁站&地铁六号线直达欢乐谷（空调暂不能使用,整套1室 · 1床 · 可住2人,文殊院/人民北路商业区,¥248,4.9,1477,成都
漫漫｜花海 法式复古loft两居室/家庭影院/美学空间/东郊记忆地铁口/万科天荟,整套2室 · 2床 · 可住4人,建设路/东郊记忆公园,¥368,5.0,118,成都
【未见山海】设计师吧台大床房  学院风 双流机场 信息工程大学 航空港 西南民族大学 四川大学。,整套1室 · 1床 · 可住2~3人,距成都双流机场直线2.5公里 双流区,¥188,4.9,2380,成都
【家在旅途】春熙路/太古里/IFS/近地铁/可做饭/复式loft/套三双卫四床/满足家庭出游朋友结伴需求/现代简约风民宿,整套3室 · 4床 · 可住8人,距春熙路直线447米 锦江区,¥460,4.8,1023,成都
投影 两室一厅/近春熙路 太古里 双地铁口,整套2室 · 2床 · 可住4人,距春熙路直线451米 锦江区,¥400,4.9,1529,成都
【青山书院】玥岚山/宽窄巷子地铁/省医院中医院,整套3室 · 3床 · 可住6人,宽窄巷子/中医学院附近,¥468,5.0,16,成都
可长租近商圈近医院观景锦里春熙路精致两室楼下地铁3号线高升桥站F口右转30米，近罗马假日广场，武侯祠，西南民族大学，体院,整套2室 · 2床 · 可住4人,锦里/武侯祠,¥260,4.5,91,成都
春熙路宽窄巷子轻奢投影三床套房,整套2室 · 3床 · 可住6~7人,文殊院/人民北路商业区,¥398,4.5,808,成都
【缦回·幕玙】近天府广场/春熙路IFS太古里/高清投影/浴缸/智能马桶,整套3室 · 3床 · 可住7~8人,春熙路/太古里商区,¥368,4.5,638,成都
『宽窄暖灯』宽窄巷子/特色老街观景房/地铁口/临奎星楼美食一条街,整套2室 · 2床 · 可住4人,宽窄巷子/中医学院附近,¥408,5.0,87,成都
近春熙路\太古里\宽窄巷子\熊猫基地\东郊记忆\理工大学博物馆\建设路商圈\美宿精选\独立套二\地铁房,整套2室 · 2床 · 可住4人,建设路/东郊记忆公园,¥388,5.0,172,成都
兰舍品质奢享2.2米超级大床智慧客房/东站西广场300米/双地铁/进口床垫/超大观景窗/SONY高清投屏/地暖/自助入住,整套1室 · 1床 · 可住2~3人,火车东站/塔子山公园,¥208,5.0,326,成都
【璞苑】2号店｜中医大/省医/琴台路/宽窄巷子/西安路美食街/青羊宫/人民公园 投影大床房（可短租）,整套2室 · 2床 · 可住4人,宽窄巷子/中医学院附近,¥358,5.0,21,成都
【独享·龙光】公寓休闲大床房｜自然博物馆｜理工大学对面｜8号线｜动物园,整套1室 · 1床 · 可住2人,建设路/东郊记忆公园,¥135,4.7,926,成都
【陌上小居】金融城/网红双子塔/孵化园/5号线地铁口时尚大床房/房型随机,整套1室 · 1床 · 可住2人,距成都南站直线3公里 武侯区,¥211,4.7,997,成都
近宽窄巷子/太古里/春熙路/天府广场/文殊院/龙湖天街 尚度轻奢自助复式民宿酒店公寓（金牛万达店）,整套2室 · 2床 · 可住4~5人,文殊院/人民北路商业区,¥398,5.0,22,成都
宽窄巷子/文殊院/地铁/文殊坊/春熙路/太古里/人民北路/熊猫基地/私享Loft复式,整套1室 · 1床 · 可住2人,文殊院/人民北路商业区,¥359,5.0,1197,成都
每客消毒【半城】 超大私人浴缸&投影影院&情侣出行&文殊院&人民北路地铁站&地铁六号线直达欢乐谷‖成都糖酒会,整套1室 · 1床 · 可住2人,距春熙路直线2.8公里 金牛区,¥228,4.9,7263,成都
【澜庭浪漫纱幔】成都东站/超大投影/浴缸/近春熙路/太古里/,整套1室 · 1床 · 可住2人,火车东站/塔子山公园,¥308,4.9,1421,成都
【洋葱美宿】已消毒无清理费/楼下就是春熙路/坚果投影/简约北欧风/双地铁,整套2室 · 2床 · 可住4人,距春熙路直线296米 锦江区,¥308,4.6,370,成都
春熙路太古里九眼桥北欧侘寂风安逸生活,整套2室 · 3床 · 可住6人,春熙路/太古里商区,¥536,4.9,282,成都
「And｜译春之花」市中心‖宽窄巷子/天府广场/锦里/杜甫草堂/情侣出行/可住2人,整套1室 · 1床 · 可住2人,宽窄巷子/中医学院附近,¥199,5.0,84,成都
每客消毒【米奇】高清巨幕电视|文殊院骡马市|春熙路、天府广场|文殊院地铁站|朋友玩乐|旅游出行|可住6人‖成都糖酒会,整套2室 · 3床 · 可住6人,文殊院/人民北路商业区,¥888,4.9,851,成都
新房特价【壹 · 小茶杯的民宿】独卫 & 地铁口 & 武侯祠锦里！,整套1室 · 1床 · 可住2人,锦里/武侯祠,¥298,4.7,623,成都
近东站/九眼桥/太古里/春熙路/锦里,整套2室 · 2床 · 可住4~5人,火车东站/塔子山公园,¥398,5.0,14,成都
【海狸小筑】新房特惠 Loft高清投影房/太阳公元荟/建设北路地铁口100米,整套1室 · 1床 · 可住2人,建设路/东郊记忆公园,¥398,5.0,107,成都
【轻享·木林森】金色乐府投影大床房东郊记忆7号线/理工大学/成都东站/建设路,整套1室 · 1床 · 可住2人,建设路/东郊记忆公园,¥181,4.8,1697,成都
地铁7号线/现代大三居/理工大学/东郊记忆/成都东站/春熙路/太古里/锦里,整套3室 · 3床 · 可住6人,距春熙路直线5.4公里 成华区,¥459,4.6,527,成都
【栖牛·羲和】地铁直达丨巨幕投影｜步行至欢乐谷｜华侨城｜西南交大｜茶店子客运站｜成都露天音乐公园｜景观落地窗｜网红打卡,整套1室 · 1床 · 可住2人,沙湾会展中心/西南交大,¥268,5.0,2125,成都
【可短租】龙泉驿区阳光城/北欧简约风/全屋智能家居/密码锁自助入住/近成信大标榜中医大川大洛带古镇阳光城体育场,整套1室 · 1床 · 可住2~4人,距洛带古镇直线4.9公里 龙泉驿区,¥148,4.6,794,成都
双流机场韩国城中式田园风大套三,整套3室 · 3床 · 可住5~6人,距成都双流机场直线4.8公里 双流区,¥288,4.6,1541,成都
【小铃铛】现代简约火车东站|春熙路|太古里|熊猫基地|近地铁|直达市中心|朋友结伴|安心出游|适合家庭,整套2室 · 3床 · 可住6~7人,距成都东站直线524米 成华区,¥358,4.6,261,成都
每客消毒【妙色·奈奈】超清投影|步行至宽窄巷子|宽窄巷、文殊院|情侣出游|可住2人‖宽窄巷子地铁站‖成都糖酒会,整套1室 · 1床 · 可住2人,宽窄巷子/中医学院附近,¥388,4.9,1016,成都
【每客消毒】力迅领筑智能语音双床房/每客消毒/可月租/天府广场双地铁/宽窄巷子/春熙路/锦里武侯祠/华西医院,整套1室 · 2床 · 可住2人,宽窄巷子/中医学院附近,¥328,4.8,198,成都
双人浴缸星空树洞/成都东站【树洞的秘密】投影/双地铁/直达春熙路太古里/近宽窄巷子、熊猫基地/情侣约会/拍照打卡/网红,整套1室 · 1床 · 可住2人,火车东站/塔子山公园,¥498,5.0,620,成都
【豪华高层观景双卧套房】LOFT/市中心/龙湖上城/万达广场/太古里/宽窄巷子/楼下1号线6号线双地铁口/两室一厅套房,整套2室 · 2床 · 可住4~5人,文殊院/人民北路商业区,¥350,4.7,210,成都
【MUJO六十八度灰】免费停车/影院/零压枕/成都东站/熊猫基地/博物馆/楼下美食一条街一居室,整套1室 · 1床 · 可住2人,距春熙路直线6.7公里 成华区,¥188,4.9,2551,成都
限量特价『网红落日灯影院一居室』3分钟直达春熙路｜IFS｜大熊猫｜近地铁,整套1室 · 1床 · 可住2~3人,春熙路/太古里商区,¥308,4.6,456,成都
青山书院【煮茶听风】省医院/中医院/地铁宽窄巷子古风极米影院,整套1室 · 1床 · 可住2人,宽窄巷子/中医学院附近,¥258,5.0,42,成都
﻿番茄【初遇】春熙路/太古里商业区/下楼即到ifs大熊猫I am HERE/双地铁,整套1室 · 1床 · 可住2人,春熙路/太古里商区,¥411,5.0,859,成都
【栖牛·泡泡】华熙528丨华西附二院丨Loft两室双床丨大屏投影丨三圣花乡丨成都东站丨无接触自助入住丨一客一换丨情侣约会,整套2室 · 2床 · 可住4人,琉璃厂/三圣花乡商业区,¥255,5.0,184,成都
每客消毒【琉璃】下楼就是【春熙路】【太古里】【地铁口】超高性价比舒适住2人,整套1室 · 1床 · 可住2人,春熙路/太古里商区,¥288,5.0,604,成都
【x07】可月租/宽窄巷子/新城市/市中心/夜猫子/春熙路/大投影ins大床/每客一换酒精消毒,整套1室 · 1床 · 可住2人,距春熙路直线2.9公里 青羊区,¥198,4.5,3318,成都
一环路市中心/近地铁/近文殊院/复式loft/北欧两居室,整套2室 · 2床 · 可住4人,文殊院/人民北路商业区,¥600,4.6,518,成都
【天府沁园】太古里跃层三居室/春熙路/坐拥观景阳台/3分钟到2号线地铁站,整套3室 · 3床 · 可住6人,距春熙路直线973米 锦江区,¥658,5.0,130,成都
The House•星月•新城市广场宽窄巷子公寓可住4人,整套2室 · 2床 · 可住4人,距春熙路直线3.1公里 青羊区,¥258,4.7,835,成都
一室一厅套房 | 楼下王府井| 近地铁/春熙路/太古里/宽窄巷子/熊猫基地/339电视塔。,整套1室 · 1床 · 可住2人,成都火车北站/城北客运中心,¥336,4.9,9831,成都
每客消毒【908】无接触服务&下楼太古里&260大平层&带投影带电视双客厅&轻奢大空间&三卫‖成都糖酒会,整套4室 · 7床 · 可住14人,春熙路/太古里商区,¥1088,4.9,993,成都
【R】三大床复式双卫loft/宽窄巷子/市中心/新城市/夜猫子夜市/奎星楼美食/投影复式/每客一换酒精消毒,整套3室 · 3床 · 可住4~6人,距春熙路直线2.9公里 青羊区,¥598,4.3,3323,成都
「一半·浮士德19」黑色禁欲空间 网黑民宿 楼下即成都非常in的小商品市场 近地铁,整套1室 · 1床 · 可住2人,天府广场/盐市口,¥301,4.7,1280,成都
{w}龙湖上城 轻奢精装loft 双床套房/近地铁1号线6号线/春熙路/太古里/宽窄巷子,整套2室 · 2床 · 可住4人,文殊院/人民北路商业区,¥375,5.0,51,成都
（多套房源任意选）出门就是太古里春熙路-九眼桥-大慈寺-120寸投影-流星花园-电梯房-地铁二号线三号线-近成都东站北站,整套1室 · 1床 · 可住2~3人,距春熙路直线971米 锦江区,¥298,5.0,577,成都
每客消毒【homie】高清投影|超大双床房|文殊院|可住4人‖人民北路地铁站&地铁六号线直达欢乐谷‖成都糖酒会,整套1室 · 2床 · 可住4人,距春熙路直线2.8公里 金牛区,¥288,4.9,2884,成都
